text,label,emotion,cleaned_text,word_count,char_count,avg_word_length,capital_count,exclaim_count,question_count,negation_count
i feel and bruise my how was anybody to be punished,0,sadness,feel bruise anybody punished,11,51,3.727272727272727,0,0,0,0
i woke up even more tired than the night before and feeling groggy,0,sadness,woke even tired night before feeling groggy,13,66,4.153846153846154,0,0,0,0
i feeling irritable,3,anger,feeling irritable,3,19,5.666666666666667,0,0,0,0
i feel these kinds of emotional urges i try to identify their intellectual roots so i can understand them better,0,sadness,feel kinds emotional urges try identify intellectual roots understand better,20,112,4.65,0,0,0,0
i should probably mention so that you aren t feeling left out that the lunch was in celebration of the top participants of the take the lead speech competition another reason to enter the competition the food was delicious and the conversation was amusing,1,joy,probably mention aren feeling left lunch celebration top participants take lead speech competition another reason enter competition food delicious conversation amusing,44,255,4.818181818181818,0,0,0,0
i did feel like the people there were appreciative of what they had and many had happiness in that pinnacle way that is non materialistic,1,joy,feel like people appreciative many happiness pinnacle way non materialistic,25,137,4.52,0,0,0,0
i realized that it s those goddamn fat ass greedy son of a bitches that made me feel so humiliated so alone and so ugly,0,sadness,realized goddamn fat ass greedy son bitches made feel humiliated alone ugly,25,119,3.8,0,0,0,0
i feel as if it was a way of distracting me from my positive thoughts and i had to work really hard to switch my thoughts around today but i did it,1,joy,feel way distracting positive thoughts work hard switch thoughts around today,32,147,3.625,0,0,0,0
i can tell most of the time what shes really feeling and she was being really sincere,1,joy,tell time shes feeling sincere,17,85,4.0588235294117645,0,0,0,0
i feel like mike is loyal and will always be loyal,2,love,feel like mike loyal always loyal,11,50,3.6363636363636362,0,0,0,0
i don t have any issues with the obvious i went chinese with them yesterday and i wasn t feeling hostile towards any of them,3,anger,don any issues obvious went chinese yesterday wasn feeling hostile towards any,25,124,4.0,0,0,0,0
i feel like im actually doing somewhat well with it and right now im getting my swing down,1,joy,feel like im actually doing somewhat well right im getting swing,18,90,4.055555555555555,0,0,0,0
i feel i m being punished for too many thoughtless years of assuming that the trappings of success were earned and not given,0,sadness,feel m punished many thoughtless years assuming trappings success earned not given,23,124,4.434782608695652,0,0,0,1
i feel like i have to dumb myself down in order to communicate effectively,0,sadness,feel like dumb myself order communicate effectively,14,74,4.357142857142857,0,0,0,0
i still feel quite loyal in other views on the conservative side,2,love,still feel quite loyal views conservative side,12,64,4.416666666666667,0,0,0,0
i guess i am just feeling slightly shaken at this sudden news,4,fear,guess feeling slightly shaken sudden news,12,61,4.166666666666667,0,0,0,0
i still feel funny,5,surprise,still feel funny,4,18,3.75,0,0,0,0
im tired of feeling troubled stressed up feeling down and falling sick,0,sadness,im tired feeling troubled stressed feeling falling sick,12,70,4.916666666666667,0,0,0,0
i felt a bit bad about killing but it always feels like a chore that simply distracted from exploration,3,anger,felt bit bad killing always feels like chore simply distracted exploration,19,103,4.473684210526316,0,0,0,0
i wont be so sure to feel optimistic about this either,1,joy,wont sure feel optimistic either,11,54,4.0,0,0,0,0
i feel bad about being depressed because theres still a part of me that wants to believe that i can think my way out of this then i feel bad about wanting to starve so i do the opposite,0,sadness,feel bad depressed because theres still part wants believe think way feel bad wanting starve opposite,39,185,3.769230769230769,0,0,0,0
i feel like im worthless,0,sadness,feel like im worthless,5,24,4.0,0,0,0,0
i feel too much but i don t care no i don t careeeeee i don t care by savage garden your three plans for tomorrow,3,anger,feel much don care no don careeeeee don care savage garden three plans tomorrow,26,113,3.3846153846153846,0,0,0,1
i was left feeling a little delicate but thoughtful,2,love,left feeling little delicate thoughtful,9,51,4.777777777777778,0,0,0,0
i can feel myself agitated now so im going to have to leave work in a sec,3,anger,feel myself agitated im going leave work sec,17,73,3.3529411764705883,0,0,0,0
after receiving the grade on the paper mentioned in fear,0,sadness,after receiving grade paper mentioned fear,10,56,4.7,0,0,0,0
i cant help but feel a little jubilant as i walk through the arrivals gate,1,joy,cant help feel little jubilant walk arrivals gate,15,74,4.0,0,0,0,0
i thought it might and it makes my hair feel lovely and silky,2,love,thought might makes hair feel lovely silky,13,61,3.769230769230769,0,0,0,0
i could elaborate how ww is a plan that gives you freedom and boundaries without feeling deprived and how finding your nitche in moving and sweating makes all the difference or the nuts of bolts of the day in and day out choices my story my struggle goes deep into the core,0,sadness,elaborate ww plan gives freedom boundaries without feeling deprived finding nitche moving sweating makes difference nuts bolts day day choices story struggle goes deep core,52,273,4.269230769230769,0,0,0,0
i imagine how would it feel to hold you nothing perverse just to know you to feel the heat of your breathe moving through me your feet tangled with mine,0,sadness,imagine feel hold nothing perverse know feel heat breathe moving feet tangled mine,30,152,4.1,0,0,0,0
i felt like the boys were disadvantaged missing out on all the exciting entertainments at home for children but now i feel like they have had a precious opportunity to get close and familiar with nature,1,joy,felt like boys disadvantaged missing exciting entertainments home children feel like precious opportunity close familiar nature,36,202,4.638888888888889,0,0,0,0
i know he s feeling to me is sincere so i could tolerate these small trouble but i can t stand his this character in the performance of the sex life of husband and wife,1,joy,know feeling sincere tolerate small trouble stand character performance sex life husband wife,35,168,3.8285714285714287,0,0,0,0
i was just yesterday feeling uncomfortable with highschool sigh,4,fear,yesterday feeling uncomfortable highschool sigh,9,63,6.111111111111111,0,0,0,0
i am already feeling heartbroken and alone again,0,sadness,already feeling heartbroken alone,8,48,5.125,0,0,0,0
i don t know what i want in my life at the moment and even though things are really good and stable in many ways i still don t feel content with it,1,joy,don know want life moment even though things good stable many ways still don feel content,33,147,3.484848484848485,0,0,0,0
i feel like these were pretty productive days although i couldve cut back on the thinking as usual,1,joy,feel like pretty productive days although couldve cut back thinking usual,18,98,4.5,0,0,0,0
i feel angry man named muaz,3,anger,feel angry man named muaz,6,27,3.6666666666666665,0,0,0,0
i love how i can feel totally distressed and hopeless but when i put on a bright eyes record or something all of a sudden i have this realization that there is more to life than the shit i worry about,4,fear,love feel totally distressed hopeless put bright eyes record something sudden realization life shit worry,41,200,3.902439024390244,0,0,0,0
i was abruptly reminded of why i was feeling so agitated in la,4,fear,abruptly reminded why feeling agitated la,13,62,3.8461538461538463,0,0,0,0
i am feeling amazing mostly normal i am going to a pre thanksgiving celebration with our friends from that time we were in softball,1,joy,feeling amazing mostly normal going pre thanksgiving celebration friends time softball,24,131,4.5,0,0,0,0
i feel very peaceful about the whole situation,1,joy,feel peaceful whole situation,8,46,4.875,0,0,0,0
i feel invigorated by the,1,joy,feel invigorated,5,25,4.2,0,0,0,0
i went miles and it wasnt that i felt tired but i noticed that my bottom parts or the front of my pelvic bone was feeling numb and sore,0,sadness,went miles wasnt felt tired noticed bottom parts front pelvic bone feeling numb sore,29,135,3.689655172413793,0,0,0,0
